pobreza,tbn
23.0,23.0
0.38017391304347825,10.644790459421879
0.0843992956529814,1.7825537322754728
0.234,7.59
0.3185,9.404309238355632
0.377,10.5050175242181
0.4545,11.655893167456492
0.533,14.68378821180992
